1	2894	1	226931	11	2.141016e-05
1	5091	1	26147	174	2.123039e-39
1	5091	1	31834	285	3.316509e-137
1	5091	1	45869	144	1.600948e-64
1	5091	1	60374	47	2.250754e-10
1	5091	1	75881	35	1.631140e-08
1	5091	1	77522	41	6.456778e-12
1	5091	1	87388	47	1.996644e-19
1	5091	1	98441	30	1.640316e-09
1	5091	1	108107	26	1.903318e-08
1	5091	1	116051	26	1.278558e-09
1	5091	1	120304	18	3.081363e-05
1	5091	1	130646	21	1.638151e-07
1	5091	1	226931	43	6.139123e-37
1	8373	1	31834	70	1.199554e-07
1	8373	1	45869	58	1.747376e-13
1	13056	1	45869	194	3.632032e-81
1	13056	1	60374	52	9.563853e-09
1	13056	1	87388	36	4.739928e-09
1	13056	1	108107	26	8.382847e-08
1	13056	1	116051	26	1.903318e-08
1	13056	1	186272	15	8.992515e-06
1	13056	1	226931	22	1.147476e-12
1	20164	1	45869	259	1.456051e-115
1	20164	1	60374	48	1.926058e-05
1	20164	1	71123	28	4.425235e-05
1	20164	1	87388	38	3.196894e-09
1	20164	1	108107	42	9.176340e-17
1	20164	1	116051	35	7.674787e-14
1	20164	1	130646	36	2.433069e-17
1	20164	1	171164	16	1.056343e-05
1	20164	1	174886	15	4.636590e-05
1	20164	1	191604	14	4.224629e-05
1	20164	1	196340	32	1.218413e-20
1	20164	1	226931	20	1.168811e-10
1	26147	1	60374	180	1.773446e-70
1	26147	1	64761	136	3.242409e-48
1	26147	1	75881	79	5.842360e-23
1	26147	1	77522	127	1.020400e-64
1	26147	1	80059	67	4.280149e-19
1	26147	1	87388	104	1.858619e-55
1	26147	1	95477	43	5.053593e-12
1	26147	1	98441	77	3.325436e-39
1	26147	1	101871	58	2.397826e-26
1	26147	1	108107	70	3.562314e-39
1	26147	1	116051	64	2.414574e-35
1	26147	1	120304	50	1.370378e-24
1	26147	1	122885	23	4.385564e-06
1	26147	1	125166	21	4.950762e-05
1	26147	1	130646	19	2.432253e-07
1	26147	1	134566	20	1.561466e-05
1	26147	1	147791	18	5.661647e-08
1	26147	1	149706	28	1.993476e-12
1	26147	1	154558	14	2.436333e-05
1	26147	1	184795	25	8.917299e-13
1	26147	1	186272	23	1.625346e-11
1	26147	1	191604	38	1.622165e-26
1	26147	1	204567	36	7.328265e-25
1	31834	1	57623	137	1.583635e-31
1	31834	1	60374	169	3.589417e-50
1	31834	1	64761	110	3.930358e-25
1	31834	1	71123	67	1.337041e-18
1	31834	1	75881	82	5.600588e-21
1	31834	1	77522	109	1.280356e-43
1	31834	1	79041	81	3.368336e-24
1	31834	1	80059	66	1.711015e-15
1	31834	1	87388	132	3.350582e-76
1	31834	1	95477	53	1.206666e-15
1	31834	1	98441	72	1.045966e-32
1	31834	1	101871	69	2.557692e-32
1	31834	1	108107	111	4.838691e-78
1	31834	1	116051	85	5.793629e-54
1	31834	1	120304	61	1.405701e-32
1	31834	1	122885	26	3.987552e-07
1	31834	1	125166	30	1.640316e-09
1	31834	1	130646	48	2.279597e-24
1	31834	1	134566	27	4.340368e-09
1	31834	1	149706	23	2.263442e-08
1	31834	1	161357	20	4.608490e-10
1	31834	1	167621	24	2.089410e-10
1	31834	1	171164	40	9.238960e-25
1	31834	1	174886	18	1.669229e-06
1	31834	1	180329	17	5.504331e-06
1	31834	1	186272	20	1.614399e-08
1	31834	1	191604	26	1.179764e-13
1	31834	1	199404	21	4.852778e-10
1	31834	1	204567	18	5.844092e-08
1	31834	1	226931	29	6.020060e-19
1	45869	1	71123	130	7.241613e-28
1	45869	1	75881	179	9.891964e-70
1	45869	1	77522	253	1.055336e-130
1	45869	1	79041	103	1.605781e-21
1	45869	1	80059	104	5.016426e-22
1	45869	1	87388	288	4.751804e-206
1	45869	1	95477	64	1.928735e-14
1	45869	1	98441	103	1.633107e-44
1	45869	1	101871	75	1.095772e-27
1	45869	1	108107	182	4.881016e-137
1	45869	1	116051	120	1.068411e-81
1	45869	1	120304	77	3.325436e-39
1	45869	1	122885	30	3.462037e-07
1	45869	1	125166	27	1.061583e-05
1	45869	1	130646	78	6.790492e-47
1	45869	1	134566	24	1.909280e-05
1	45869	1	140853	25	9.624527e-11
1	45869	1	147791	26	1.903318e-08
1	45869	1	161357	22	5.339271e-11
1	45869	1	167621	29	5.713203e-18
1	45869	1	171164	18	1.306632e-05
1	45869	1	174886	23	6.837874e-09
1	45869	1	180329	24	3.322174e-10
1	45869	1	186272	34	1.026657e-19
1	45869	1	191604	22	1.541594e-09
1	45869	1	204567	23	4.405647e-11
1	45869	1	226931	22	1.765342e-11
1	57623	1	87388	93	1.514523e-11
1	57623	1	108107	39	2.750563e-05
1	57623	1	116051	47	2.250754e-10
1	60374	1	87388	117	1.610102e-21
1	60374	1	98441	82	6.307717e-16
1	60374	1	108107	80	1.410528e-23
1	60374	1	116051	47	2.250754e-10
1	60374	1	120304	37	7.798166e-06
1	60374	1	130646	32	5.521074e-07
1	60374	1	226931	17	6.042275e-07
1	64761	1	87388	129	2.406728e-18
1	64761	1	108107	137	6.725141e-59
1	64761	1	116051	51	2.265626e-10
1	64761	1	130646	53	2.169409e-18
1	71123	1	95477	84	6.013820e-13
1	71123	1	98441	92	2.087673e-23
1	71123	1	101871	146	1.718689e-72
1	71123	1	108107	96	1.820849e-38
1	71123	1	116051	67	7.588013e-23
1	71123	1	120304	42	3.274712e-10
1	71123	1	130646	51	5.996463e-21
1	71123	1	140853	31	2.900818e-10
1	75881	1	98441	113	1.987261e-12
1	75881	1	101871	103	2.116590e-15
1	75881	1	108107	195	6.063774e-82
1	75881	1	116051	101	1.219651e-32
1	75881	1	120304	59	1.490908e-09
1	75881	1	130646	74	1.763848e-23
1	75881	1	171164	25	3.281130e-07
1	75881	1	204567	19	3.188455e-06
1	75881	1	226931	17	2.262213e-06
1	77522	1	98441	150	2.009391e-27
1	77522	1	101871	140	6.305149e-23
1	77522	1	108107	274	7.376888e-150
1	77522	1	116051	133	3.974778e-46
1	77522	1	120304	76	1.098459e-17
1	77522	1	122885	50	6.484024e-08
1	77522	1	125166	57	5.503487e-11
1	77522	1	130646	127	1.020400e-64
